subj,item,prime.condition,boost.condition,response,simulation
47,5,PO,same verb,PO,simulation: 29
40,3,DO,different verb,PO,simulation: 29
13,15,PO,same verb,DO,simulation: 29
47,30,DO,same verb,PO,simulation: 29
39,8,DO,different verb,PO,simulation: 29
29,11,DO,different verb,DO,simulation: 29
16,6,DO,different verb,DO,simulation: 29
5,29,PO,different verb,PO,simulation: 29
21,18,PO,same verb,PO,simulation: 29
34,5,DO,same verb,DO,simulation: 29
48,28,DO,different verb,DO,simulation: 29
6,14,PO,different verb,PO,simulation: 29
35,32,DO,different verb,DO,simulation: 29
42,32,DO,different verb,PO,simulation: 29
41,22,DO,same verb,PO,simulation: 29
38,10,PO,different verb,DO,simulation: 29
38,27,DO,different verb,PO,simulation: 29
54,3,DO,same verb,PO,simulation: 29
14,32,DO,same verb,PO,simulation: 29
27,13,DO,different verb,PO,simulation: 29
2,2,PO,different verb,PO,simulation: 29
18,10,PO,different verb,DO,simulation: 29
22,17,PO,same verb,PO,simulation: 29
37,8,DO,same verb,PO,simulation: 29
48,19,PO,same verb,DO,simulation: 29
48,22,DO,different verb,DO,simulation: 29
30,9,PO,same verb,PO,simulation: 29
43,3,PO,same verb,PO,simulation: 29
2,31,DO,same verb,DO,simulation: 29
51,23,PO,different verb,PO,simulation: 29
22,6,DO,different verb,DO,simulation: 29
49,11,PO,different verb,DO,simulation: 29
20,1,PO,same verb,PO,simulation: 29
54,20,PO,different verb,PO,simulation: 29
46,23,DO,different verb,PO,simulation: 29
45,4,PO,same verb,DO,simulation: 29
48,27,PO,same verb,DO,simulation: 29
18,15,DO,different verb,DO,simulation: 29
28,6,PO,different verb,PO,simulation: 29
20,17,PO,same verb,PO,simulation: 29
10,28,PO,different verb,DO,simulation: 29
8,1,DO,different verb,DO,simulation: 29
33,1,PO,different verb,PO,simulation: 29
34,9,DO,different verb,PO,simulation: 29
32,26,PO,same verb,PO,simulation: 29
10,1,DO,different verb,PO,simulation: 29
51,6,DO,different verb,PO,simulation: 29
17,18,DO,different verb,PO,simulation: 29
24,4,PO,same verb,DO,simulation: 29
8,3,DO,different verb,PO,simulation: 29
44,17,PO,different verb,PO,simulation: 29
39,17,DO,different verb,PO,simulation: 29
43,31,DO,different verb,DO,simulation: 29
8,2,PO,different verb,DO,simulation: 29
48,18,DO,same verb,PO,simulation: 29
5,1,PO,same verb,PO,simulation: 29
49,10,PO,same verb,PO,simulation: 29
28,17,DO,different verb,PO,simulation: 29
7,22,DO,same verb,DO,simulation: 29
53,17,PO,different verb,DO,simulation: 29
40,10,PO,same verb,PO,simulation: 29
8,29,PO,different verb,DO,simulation: 29
34,4,DO,same verb,DO,simulation: 29
49,19,DO,same verb,DO,simulation: 29
27,16,DO,different verb,PO,simulation: 29
40,13,DO,different verb,DO,simulation: 29
24,31,PO,different verb,PO,simulation: 29
37,30,DO,different verb,PO,simulation: 29
33,2,PO,different verb,PO,simulation: 29
2,27,PO,same verb,PO,simulation: 29
13,23,DO,different verb,DO,simulation: 29
51,24,DO,different verb,PO,simulation: 29
50,1,PO,same verb,PO,simulation: 29
51,17,DO,same verb,PO,simulation: 29
23,24,DO,different verb,PO,simulation: 29
26,29,DO,different verb,DO,simulation: 29
43,16,DO,different verb,DO,simulation: 29
1,8,PO,different verb,PO,simulation: 29
52,19,PO,same verb,DO,simulation: 29
52,15,PO,same verb,DO,simulation: 29
15,13,DO,different verb,DO,simulation: 29
3,21,PO,different verb,DO,simulation: 29
15,32,PO,same verb,PO,simulation: 29
5,10,DO,same verb,DO,simulation: 29
6,15,DO,different verb,PO,simulation: 29
5,8,PO,same verb,PO,simulation: 29
37,22,DO,different verb,DO,simulation: 29
34,25,DO,different verb,PO,simulation: 29
50,30,DO,different verb,PO,simulation: 29
19,25,PO,different verb,PO,simulation: 29
43,19,PO,different verb,DO,simulation: 29
8,24,DO,same verb,DO,simulation: 29
50,23,PO,same verb,DO,simulation: 29
53,11,DO,different verb,DO,simulation: 29
12,7,PO,same verb,DO,simulation: 29
40,14,DO,same verb,DO,simulation: 29
11,18,DO,same verb,PO,simulation: 29
2,21,DO,same verb,PO,simulation: 29
53,30,PO,same verb,DO,simulation: 29
26,10,PO,different verb,DO,simulation: 29
30,26,PO,different verb,PO,simulation: 29
10,11,PO,different verb,DO,simulation: 29
42,21,DO,same verb,PO,simulation: 29
27,19,DO,different verb,DO,simulation: 29
41,9,PO,same verb,PO,simulation: 29
15,15,PO,same verb,DO,simulation: 29
18,26,DO,different verb,DO,simulation: 29
8,18,DO,different verb,DO,simulation: 29
47,26,DO,different verb,PO,simulation: 29
51,28,PO,different verb,PO,simulation: 29
17,9,DO,different verb,PO,simulation: 29
47,1,PO,different verb,DO,simulation: 29
44,5,DO,different verb,PO,simulation: 29
48,16,PO,same verb,DO,simulation: 29
49,4,PO,different verb,DO,simulation: 29
45,10,PO,different verb,DO,simulation: 29
42,7,PO,different verb,PO,simulation: 29
10,4,DO,same verb,DO,simulation: 29
24,5,DO,different verb,PO,simulation: 29
30,4,PO,different verb,DO,simulation: 29
39,24,DO,same verb,DO,simulation: 29
24,24,PO,same verb,PO,simulation: 29
54,19,DO,different verb,DO,simulation: 29
6,13,DO,different verb,PO,simulation: 29
14,24,PO,different verb,PO,simulation: 29
10,18,PO,same verb,PO,simulation: 29
13,5,DO,same verb,PO,simulation: 29
3,16,PO,different verb,PO,simulation: 29
16,30,DO,different verb,DO,simulation: 29
7,7,PO,same verb,DO,simulation: 29
5,6,DO,different verb,DO,simulation: 29
29,32,DO,different verb,PO,simulation: 29
35,11,DO,different verb,DO,simulation: 29
36,7,PO,different verb,PO,simulation: 29
46,10,PO,same verb,PO,simulation: 29
6,31,PO,same verb,DO,simulation: 29
3,5,DO,same verb,DO,simulation: 29
48,8,PO,different verb,DO,simulation: 29
23,18,PO,different verb,PO,simulation: 29
50,4,PO,different verb,PO,simulation: 29
41,15,DO,same verb,DO,simulation: 29
5,31,DO,different verb,DO,simulation: 29
6,2,PO,different verb,PO,simulation: 29
52,21,DO,different verb,PO,simulation: 29
41,23,DO,same verb,DO,simulation: 29
25,13,DO,same verb,PO,simulation: 29
9,30,PO,different verb,PO,simulation: 29
12,32,DO,same verb,PO,simulation: 29
53,5,PO,same verb,DO,simulation: 29
41,3,PO,different verb,DO,simulation: 29
10,6,DO,different verb,DO,simulation: 29
29,15,PO,different verb,DO,simulation: 29
31,13,DO,different verb,PO,simulation: 29
21,11,DO,same verb,DO,simulation: 29
9,7,PO,same verb,DO,simulation: 29
5,20,PO,same verb,PO,simulation: 29
1,11,DO,different verb,PO,simulation: 29
12,15,PO,same verb,PO,simulation: 29
47,3,PO,different verb,PO,simulation: 29
52,16,PO,same verb,DO,simulation: 29
7,31,PO,different verb,DO,simulation: 29
45,3,PO,same verb,PO,simulation: 29
4,5,DO,same verb,DO,simulation: 29
45,31,PO,same verb,DO,simulation: 29
25,22,DO,same verb,DO,simulation: 29
17,25,DO,different verb,DO,simulation: 29
7,11,DO,different verb,DO,simulation: 29
4,23,PO,different verb,DO,simulation: 29
33,21,DO,same verb,PO,simulation: 29
50,15,PO,same verb,PO,simulation: 29
38,25,PO,different verb,DO,simulation: 29
15,28,DO,different verb,DO,simulation: 29
42,16,PO,same verb,DO,simulation: 29
47,8,DO,same verb,PO,simulation: 29
28,4,PO,different verb,PO,simulation: 29
39,6,DO,same verb,DO,simulation: 29
53,4,PO,same verb,DO,simulation: 29
3,6,PO,different verb,DO,simulation: 29
17,15,DO,same verb,PO,simulation: 29
18,20,PO,same verb,PO,simulation: 29
51,13,PO,different verb,PO,simulation: 29
46,3,DO,same verb,PO,simulation: 29
28,3,DO,same verb,PO,simulation: 29
23,29,DO,same verb,DO,simulation: 29
1,3,PO,same verb,PO,simulation: 29
49,15,PO,different verb,DO,simulation: 29
16,19,DO,same verb,DO,simulation: 29
43,11,PO,different verb,DO,simulation: 29
10,22,PO,different verb,DO,simulation: 29
45,8,DO,different verb,PO,simulation: 29
27,25,DO,different verb,DO,simulation: 29
16,14,PO,different verb,PO,simulation: 29
31,19,PO,different verb,PO,simulation: 29
28,9,DO,same verb,PO,simulation: 29
41,32,DO,same verb,PO,simulation: 29
47,32,DO,same verb,PO,simulation: 29
20,31,PO,different verb,DO,simulation: 29
46,25,DO,same verb,DO,simulation: 29
30,12,DO,same verb,PO,simulation: 29
52,22,PO,different verb,PO,simulation: 29
36,8,DO,same verb,PO,simulation: 29
45,1,PO,same verb,PO,simulation: 29
42,8,DO,same verb,PO,simulation: 29
23,23,PO,different verb,DO,simulation: 29
1,29,DO,different verb,DO,simulation: 29
5,27,PO,different verb,PO,simulation: 29
47,15,PO,same verb,DO,simulation: 29
17,16,PO,same verb,PO,simulation: 29
24,17,PO,same verb,DO,simulation: 29
38,15,PO,same verb,PO,simulation: 29
3,26,PO,same verb,PO,simulation: 29
15,10,DO,same verb,DO,simulation: 29
43,8,PO,same verb,PO,simulation: 29
41,28,DO,same verb,PO,simulation: 29
54,26,DO,same verb,DO,simulation: 29
9,1,DO,same verb,PO,simulation: 29
19,1,PO,same verb,PO,simulation: 29
1,32,PO,different verb,PO,simulation: 29
44,24,PO,different verb,PO,simulation: 29
40,18,DO,same verb,PO,simulation: 29
54,15,DO,different verb,DO,simulation: 29
39,3,DO,same verb,DO,simulation: 29
34,19,PO,same verb,DO,simulation: 29
1,23,PO,same verb,DO,simulation: 29
46,14,PO,different verb,DO,simulation: 29
27,4,DO,different verb,DO,simulation: 29
15,19,DO,same verb,DO,simulation: 29
39,2,PO,same verb,PO,simulation: 29
45,11,DO,different verb,PO,simulation: 29
15,23,DO,same verb,DO,simulation: 29
44,28,PO,same verb,PO,simulation: 29
45,23,PO,same verb,DO,simulation: 29
21,20,DO,different verb,PO,simulation: 29
37,26,DO,same verb,PO,simulation: 29
12,22,DO,same verb,PO,simulation: 29
42,18,PO,same verb,PO,simulation: 29
36,1,DO,different verb,DO,simulation: 29
15,30,PO,different verb,PO,simulation: 29
41,16,PO,same verb,PO,simulation: 29
45,30,PO,different verb,PO,simulation: 29
20,12,DO,same verb,PO,simulation: 29
7,18,DO,same verb,PO,simulation: 29
13,1,PO,same verb,PO,simulation: 29
49,20,PO,same verb,PO,simulation: 29
54,8,DO,same verb,PO,simulation: 29
50,11,PO,same verb,PO,simulation: 29
53,28,DO,different verb,DO,simulation: 29
32,31,PO,same verb,DO,simulation: 29
7,27,PO,different verb,PO,simulation: 29
29,26,PO,same verb,PO,simulation: 29
28,22,PO,different verb,PO,simulation: 29
10,12,DO,different verb,PO,simulation: 29
1,17,DO,same verb,PO,simulation: 29
24,8,DO,same verb,DO,simulation: 29
11,23,PO,same verb,DO,simulation: 29
18,22,PO,different verb,DO,simulation: 29
49,32,DO,different verb,DO,simulation: 29
29,21,PO,different verb,DO,simulation: 29
26,11,DO,different verb,DO,simulation: 29
20,13,DO,same verb,DO,simulation: 29
53,27,DO,different verb,DO,simulation: 29
45,22,DO,different verb,PO,simulation: 29
17,23,DO,different verb,PO,simulation: 29
15,31,PO,different verb,DO,simulation: 29
33,7,PO,same verb,PO,simulation: 29
37,2,DO,same verb,PO,simulation: 29
17,30,PO,same verb,PO,simulation: 29
42,23,PO,different verb,DO,simulation: 29
9,13,PO,different verb,PO,simulation: 29
23,9,PO,different verb,PO,simulation: 29
1,19,PO,same verb,DO,simulation: 29
46,24,PO,same verb,DO,simulation: 29
37,23,PO,different verb,PO,simulation: 29
53,20,DO,different verb,DO,simulation: 29
15,12,DO,different verb,PO,simulation: 29
50,29,PO,different verb,PO,simulation: 29
35,21,DO,different verb,DO,simulation: 29
2,22,DO,same verb,PO,simulation: 29
8,9,PO,same verb,DO,simulation: 29
11,19,DO,same verb,PO,simulation: 29
17,4,PO,same verb,PO,simulation: 29
28,11,PO,different verb,PO,simulation: 29
29,30,DO,different verb,PO,simulation: 29
23,11,PO,different verb,DO,simulation: 29
16,21,DO,different verb,PO,simulation: 29
28,28,DO,same verb,PO,simulation: 29
44,10,PO,different verb,DO,simulation: 29
28,29,PO,same verb,PO,simulation: 29
16,1,DO,same verb,DO,simulation: 29
52,2,DO,same verb,PO,simulation: 29
20,32,PO,same verb,PO,simulation: 29
38,23,PO,different verb,DO,simulation: 29
47,4,PO,different verb,DO,simulation: 29
40,32,PO,different verb,PO,simulation: 29
14,14,DO,same verb,PO,simulation: 29
4,9,DO,different verb,PO,simulation: 29
44,18,DO,different verb,PO,simulation: 29
50,2,DO,different verb,PO,simulation: 29
32,11,DO,different verb,PO,simulation: 29
50,31,PO,same verb,PO,simulation: 29
30,2,DO,same verb,PO,simulation: 29
24,1,DO,same verb,DO,simulation: 29
46,31,PO,same verb,DO,simulation: 29
20,19,PO,different verb,DO,simulation: 29
38,31,DO,different verb,PO,simulation: 29
44,19,PO,same verb,PO,simulation: 29
47,12,PO,same verb,PO,simulation: 29
19,32,DO,different verb,PO,simulation: 29
33,6,DO,different verb,DO,simulation: 29
36,29,PO,different verb,DO,simulation: 29
6,16,PO,different verb,PO,simulation: 29
30,13,DO,same verb,PO,simulation: 29
31,25,DO,same verb,DO,simulation: 29
51,19,DO,different verb,PO,simulation: 29
36,27,PO,different verb,PO,simulation: 29
25,23,PO,same verb,DO,simulation: 29
1,4,PO,different verb,DO,simulation: 29
6,6,DO,different verb,PO,simulation: 29
43,29,PO,different verb,DO,simulation: 29
8,23,PO,different verb,DO,simulation: 29
36,20,DO,same verb,DO,simulation: 29
44,25,DO,different verb,PO,simulation: 29
26,9,PO,different verb,PO,simulation: 29
41,31,PO,different verb,DO,simulation: 29
31,24,DO,different verb,DO,simulation: 29
9,14,PO,different verb,PO,simulation: 29
14,8,DO,same verb,PO,simulation: 29
14,28,PO,different verb,PO,simulation: 29
49,29,DO,same verb,DO,simulation: 29
53,2,DO,different verb,PO,simulation: 29
34,6,DO,same verb,PO,simulation: 29
29,6,PO,same verb,PO,simulation: 29
42,21,DO,same verb,DO,simulation: 30
24,7,DO,same verb,PO,simulation: 30
54,7,PO,different verb,DO,simulation: 30
15,7,PO,different verb,PO,simulation: 30
34,16,DO,same verb,DO,simulation: 30
26,20,DO,different verb,DO,simulation: 30
37,17,DO,same verb,DO,simulation: 30
52,14,PO,different verb,PO,simulation: 30
38,22,PO,different verb,PO,simulation: 30
52,28,PO,different verb,PO,simulation: 30
33,7,PO,same verb,PO,simulation: 30
7,14,PO,same verb,PO,simulation: 30
25,21,DO,different verb,DO,simulation: 30
9,8,DO,same verb,DO,simulation: 30
13,3,DO,same verb,PO,simulation: 30
44,2,DO,same verb,DO,simulation: 30
23,23,DO,different verb,DO,simulation: 30
11,1,DO,same verb,DO,simulation: 30
54,25,DO,same verb,DO,simulation: 30
13,12,DO,different verb,PO,simulation: 30
29,24,DO,same verb,PO,simulation: 30
20,15,DO,different verb,DO,simulation: 30
41,17,PO,different verb,PO,simulation: 30
31,22,PO,same verb,PO,simulation: 30
39,14,DO,different verb,PO,simulation: 30
35,3,PO,same verb,DO,simulation: 30
8,7,PO,same verb,PO,simulation: 30
43,9,DO,different verb,PO,simulation: 30
18,12,PO,same verb,PO,simulation: 30
26,27,PO,different verb,DO,simulation: 30
27,3,DO,different verb,PO,simulation: 30
27,6,PO,same verb,PO,simulation: 30
52,17,DO,different verb,DO,simulation: 30
27,17,DO,same verb,DO,simulation: 30
35,16,DO,same verb,DO,simulation: 30
49,26,DO,same verb,PO,simulation: 30
37,5,DO,same verb,PO,simulation: 30
45,16,DO,same verb,PO,simulation: 30
12,8,PO,same verb,DO,simulation: 30
33,28,PO,same verb,DO,simulation: 30
48,26,PO,different verb,PO,simulation: 30
35,19,PO,same verb,DO,simulation: 30
7,24,PO,same verb,PO,simulation: 30
32,4,PO,same verb,DO,simulation: 30
42,32,DO,different verb,DO,simulation: 30
35,26,PO,same verb,PO,simulation: 30
42,9,PO,same verb,DO,simulation: 30
23,11,PO,different verb,DO,simulation: 30
9,30,DO,different verb,PO,simulation: 30
17,20,PO,same verb,PO,simulation: 30
18,4,DO,different verb,PO,simulation: 30
23,24,DO,same verb,DO,simulation: 30
27,11,DO,different verb,PO,simulation: 30
7,2,DO,same verb,DO,simulation: 30
47,24,PO,same verb,PO,simulation: 30
46,12,DO,same verb,PO,simulation: 30
29,31,DO,different verb,DO,simulation: 30
13,28,DO,same verb,PO,simulation: 30
5,30,PO,different verb,PO,simulation: 30
19,9,PO,different verb,PO,simulation: 30
41,25,DO,different verb,DO,simulation: 30
21,20,PO,different verb,PO,simulation: 30
49,20,DO,different verb,PO,simulation: 30
14,24,DO,different verb,DO,simulation: 30
33,31,DO,same verb,DO,simulation: 30
3,13,PO,different verb,PO,simulation: 30
33,24,PO,different verb,DO,simulation: 30
6,13,PO,same verb,PO,simulation: 30
53,15,DO,same verb,PO,simulation: 30
28,22,DO,same verb,DO,simulation: 30
52,31,PO,different verb,PO,simulation: 30
25,10,PO,different verb,PO,simulation: 30
5,1,PO,different verb,PO,simulation: 30
46,17,PO,different verb,DO,simulation: 30
8,18,PO,same verb,PO,simulation: 30
23,17,PO,same verb,DO,simulation: 30
6,30,PO,different verb,PO,simulation: 30
54,31,DO,different verb,DO,simulation: 30
23,20,PO,same verb,PO,simulation: 30
2,24,PO,same verb,DO,simulation: 30
30,10,PO,different verb,PO,simulation: 30
11,25,DO,same verb,PO,simulation: 30
9,25,DO,same verb,DO,simulation: 30
31,16,PO,same verb,DO,simulation: 30
46,30,DO,different verb,DO,simulation: 30
51,25,DO,different verb,PO,simulation: 30
24,4,DO,different verb,PO,simulation: 30
16,16,PO,different verb,DO,simulation: 30
31,7,PO,different verb,DO,simulation: 30
19,16,PO,different verb,PO,simulation: 30
38,32,DO,same verb,PO,simulation: 30
37,27,DO,same verb,PO,simulation: 30
35,25,PO,same verb,PO,simulation: 30
35,6,DO,different verb,DO,simulation: 30
19,12,PO,same verb,PO,simulation: 30
19,28,PO,different verb,PO,simulation: 30
47,8,PO,same verb,PO,simulation: 30
42,28,PO,same verb,DO,simulation: 30
39,3,DO,same verb,PO,simulation: 30
23,21,PO,same verb,DO,simulation: 30
31,6,DO,same verb,DO,simulation: 30
51,23,PO,same verb,DO,simulation: 30
32,25,PO,same verb,DO,simulation: 30
14,10,PO,different verb,DO,simulation: 30
47,15,PO,same verb,PO,simulation: 30
14,16,PO,same verb,DO,simulation: 30
27,26,DO,same verb,PO,simulation: 30
1,24,PO,same verb,DO,simulation: 30
1,16,DO,same verb,DO,simulation: 30
10,11,PO,different verb,DO,simulation: 30
30,21,DO,different verb,PO,simulation: 30
12,30,DO,same verb,PO,simulation: 30
4,26,PO,same verb,PO,simulation: 30
31,2,DO,different verb,DO,simulation: 30
3,19,PO,same verb,DO,simulation: 30
42,20,PO,different verb,DO,simulation: 30
20,8,DO,same verb,PO,simulation: 30
50,16,PO,same verb,PO,simulation: 30
10,15,PO,different verb,DO,simulation: 30
32,8,DO,different verb,DO,simulation: 30
34,27,PO,different verb,PO,simulation: 30
36,4,DO,same verb,PO,simulation: 30
46,6,PO,different verb,DO,simulation: 30
22,8,DO,same verb,DO,simulation: 30
54,16,DO,different verb,PO,simulation: 30
54,11,DO,same verb,DO,simulation: 30
53,20,DO,different verb,DO,simulation: 30
15,15,DO,different verb,PO,simulation: 30
29,21,DO,same verb,DO,simulation: 30
20,9,PO,different verb,PO,simulation: 30
7,12,DO,different verb,PO,simulation: 30
8,20,DO,different verb,PO,simulation: 30
25,26,DO,different verb,PO,simulation: 30
22,32,DO,different verb,DO,simulation: 30
48,5,DO,same verb,PO,simulation: 30
9,17,PO,same verb,DO,simulation: 30
1,10,PO,different verb,DO,simulation: 30
26,13,DO,different verb,DO,simulation: 30
14,32,PO,different verb,DO,simulation: 30
51,1,DO,different verb,PO,simulation: 30
42,4,PO,different verb,PO,simulation: 30
52,18,DO,same verb,PO,simulation: 30
13,2,PO,different verb,DO,simulation: 30
33,9,PO,different verb,PO,simulation: 30
53,23,DO,different verb,DO,simulation: 30
2,13,PO,different verb,PO,simulation: 30
33,23,DO,same verb,DO,simulation: 30
20,20,PO,different verb,PO,simulation: 30
51,22,DO,same verb,PO,simulation: 30
12,6,PO,different verb,PO,simulation: 30
39,21,PO,different verb,PO,simulation: 30
45,30,DO,different verb,PO,simulation: 30
32,9,PO,same verb,DO,simulation: 30
4,10,DO,same verb,PO,simulation: 30
19,29,DO,different verb,PO,simulation: 30
4,14,DO,same verb,PO,simulation: 30
37,29,DO,same verb,DO,simulation: 30
48,31,DO,different verb,PO,simulation: 30
17,22,DO,different verb,PO,simulation: 30
22,18,DO,same verb,PO,simulation: 30
44,25,PO,same verb,DO,simulation: 30
40,16,PO,same verb,PO,simulation: 30
22,4,DO,different verb,PO,simulation: 30
33,25,PO,different verb,DO,simulation: 30
47,31,PO,different verb,DO,simulation: 30
26,32,PO,different verb,DO,simulation: 30
30,15,PO,same verb,DO,simulation: 30
35,17,PO,same verb,DO,simulation: 30
52,23,PO,same verb,DO,simulation: 30
14,9,DO,different verb,DO,simulation: 30
18,10,DO,same verb,DO,simulation: 30
14,13,PO,same verb,PO,simulation: 30
48,28,PO,different verb,PO,simulation: 30
19,30,PO,same verb,PO,simulation: 30
9,10,DO,different verb,DO,simulation: 30
1,11,PO,different verb,DO,simulation: 30
25,31,DO,same verb,PO,simulation: 30
24,1,DO,same verb,PO,simulation: 30
46,2,DO,same verb,DO,simulation: 30
43,20,PO,same verb,PO,simulation: 30
52,20,PO,different verb,PO,simulation: 30
28,18,PO,same verb,PO,simulation: 30
52,19,PO,different verb,DO,simulation: 30
41,2,PO,different verb,DO,simulation: 30
44,23,PO,same verb,DO,simulation: 30
54,23,PO,same verb,DO,simulation: 30
29,27,DO,same verb,DO,simulation: 30
53,8,DO,same verb,PO,simulation: 30
34,24,PO,same verb,PO,simulation: 30
19,15,DO,different verb,PO,simulation: 30
23,12,DO,same verb,PO,simulation: 30
14,17,PO,same verb,DO,simulation: 30
20,25,PO,same verb,PO,simulation: 30
47,10,DO,different verb,PO,simulation: 30
7,1,DO,different verb,PO,simulation: 30
7,25,PO,same verb,DO,simulation: 30
44,14,PO,different verb,PO,simulation: 30
13,13,DO,same verb,PO,simulation: 30
29,1,PO,different verb,DO,simulation: 30
30,7,DO,different verb,PO,simulation: 30
1,4,DO,same verb,DO,simulation: 30
42,7,DO,different verb,DO,simulation: 30
22,2,DO,different verb,DO,simulation: 30
40,21,DO,same verb,DO,simulation: 30
46,8,PO,same verb,DO,simulation: 30
40,6,DO,different verb,PO,simulation: 30
22,27,PO,same verb,PO,simulation: 30
1,1,PO,same verb,DO,simulation: 30
25,11,DO,same verb,PO,simulation: 30
40,26,PO,different verb,DO,simulation: 30
17,24,PO,different verb,PO,simulation: 30
38,10,DO,different verb,PO,simulation: 30
54,2,PO,same verb,DO,simulation: 30
26,15,DO,different verb,DO,simulation: 30
16,10,DO,same verb,DO,simulation: 30
1,26,DO,different verb,DO,simulation: 30
11,29,PO,same verb,DO,simulation: 30
39,13,PO,same verb,PO,simulation: 30
15,27,DO,same verb,PO,simulation: 30
5,27,DO,same verb,DO,simulation: 30
34,5,PO,same verb,DO,simulation: 30
36,5,DO,same verb,PO,simulation: 30
18,21,PO,different verb,DO,simulation: 30
26,1,DO,different verb,DO,simulation: 30
10,19,DO,different verb,DO,simulation: 30
21,18,DO,different verb,PO,simulation: 30
37,10,PO,same verb,DO,simulation: 30
25,2,PO,different verb,DO,simulation: 30
17,23,DO,same verb,DO,simulation: 30
9,18,PO,different verb,PO,simulation: 30
4,2,PO,different verb,DO,simulation: 30
8,27,DO,different verb,DO,simulation: 30
35,2,PO,same verb,PO,simulation: 30
49,18,PO,different verb,PO,simulation: 30
18,9,PO,same verb,PO,simulation: 30
37,14,PO,different verb,PO,simulation: 30
40,31,PO,different verb,PO,simulation: 30
43,32,DO,different verb,DO,simulation: 30
19,27,DO,same verb,PO,simulation: 30
18,32,DO,same verb,PO,simulation: 30
31,26,DO,same verb,DO,simulation: 30
13,5,DO,same verb,DO,simulation: 30
39,30,PO,same verb,PO,simulation: 30
18,11,PO,different verb,PO,simulation: 30
29,29,PO,same verb,PO,simulation: 30
35,18,PO,same verb,PO,simulation: 30
53,7,PO,different verb,PO,simulation: 30
37,24,DO,same verb,PO,simulation: 30
19,5,DO,same verb,PO,simulation: 30
10,1,DO,same verb,DO,simulation: 30
33,2,DO,different verb,DO,simulation: 30
33,26,DO,same verb,DO,simulation: 30
7,23,DO,different verb,DO,simulation: 30
35,4,PO,same verb,PO,simulation: 30
9,7,PO,same verb,PO,simulation: 30
16,24,DO,different verb,DO,simulation: 30
23,13,DO,different verb,DO,simulation: 30
38,28,DO,different verb,DO,simulation: 30
17,8,PO,different verb,DO,simulation: 30
46,7,PO,different verb,DO,simulation: 30
29,12,PO,same verb,PO,simulation: 30
4,11,DO,same verb,PO,simulation: 30
13,17,DO,same verb,DO,simulation: 30
48,13,DO,different verb,PO,simulation: 30
30,3,PO,different verb,PO,simulation: 30
1,25,PO,different verb,PO,simulation: 30
29,23,PO,same verb,DO,simulation: 30
9,12,DO,same verb,PO,simulation: 30
43,6,DO,different verb,DO,simulation: 30
43,12,DO,same verb,PO,simulation: 30
3,18,DO,different verb,PO,simulation: 30
50,11,PO,different verb,PO,simulation: 30
24,23,PO,different verb,PO,simulation: 30
17,19,DO,different verb,DO,simulation: 30
9,14,PO,different verb,PO,simulation: 30
8,31,DO,same verb,PO,simulation: 30
12,29,PO,same verb,PO,simulation: 30
12,12,PO,different verb,PO,simulation: 30
19,21,DO,different verb,PO,simulation: 30
24,13,PO,different verb,PO,simulation: 30
40,30,PO,same verb,PO,simulation: 30
5,11,DO,same verb,DO,simulation: 30
38,6,DO,different verb,DO,simulation: 30
34,4,DO,different verb,PO,simulation: 30
6,8,DO,different verb,PO,simulation: 30
32,21,PO,different verb,DO,simulation: 30
28,20,DO,different verb,PO,simulation: 30
19,14,PO,same verb,PO,simulation: 30
4,1,PO,different verb,PO,simulation: 30
7,31,DO,different verb,PO,simulation: 30
35,32,PO,same verb,DO,simulation: 30
8,22,PO,different verb,PO,simulation: 30
34,6,PO,different verb,DO,simulation: 30
11,17,PO,different verb,DO,simulation: 30
19,26,DO,same verb,PO,simulation: 30
37,30,DO,same verb,DO,simulation: 30
41,20,DO,same verb,PO,simulation: 30
8,5,DO,same verb,PO,simulation: 30
37,11,PO,different verb,PO,simulation: 30
46,24,DO,different verb,PO,simulation: 30
9,28,DO,same verb,PO,simulation: 30
2,15,PO,same verb,DO,simulation: 30
40,29,PO,different verb,PO,simulation: 30
40,15,DO,different verb,PO,simulation: 30
41,21,DO,different verb,DO,simulation: 30
3,8,PO,different verb,PO,simulation: 30
44,5,PO,different verb,DO,simulation: 30
53,14,DO,different verb,PO,simulation: 30
35,28,PO,same verb,PO,simulation: 30
49,11,DO,same verb,DO,simulation: 30
34,17,DO,different verb,DO,simulation: 30
10,9,DO,same verb,DO,simulation: 30
7,32,PO,same verb,DO,simulation: 30
20,12,DO,different verb,PO,simulation: 30
47,27,PO,same verb,PO,simulation: 30
24,30,PO,same verb,PO,simulation: 30
36,15,PO,different verb,DO,simulation: 30
31,10,DO,same verb,DO,simulation: 30
47,12,DO,same verb,PO,simulation: 30
51,11,DO,different verb,PO,simulation: 30
22,24,DO,different verb,PO,simulation: 30
16,25,PO,same verb,PO,simulation: 30
43,17,DO,same verb,DO,simulation: 30
13,22,PO,same verb,PO,simulation: 30
45,14,DO,different verb,PO,simulation: 30
35,8,PO,same verb,DO,simulation: 30
44,6,PO,different verb,DO,simulation: 30
23,10,DO,same verb,DO,simulation: 30
15,31,DO,same verb,PO,simulation: 30
48,7,DO,different verb,PO,simulation: 30
29,3,PO,same verb,PO,simulation: 30
22,11,DO,same verb,DO,simulation: 30
8,30,DO,different verb,DO,simulation: 30
